hospital_name,hospital_ein,code,code_type,description,setting,billing_class,payer_name,plan_name,rate_type,rate_dollar,rate_percent,contracting_method,last_updated_on,source_file
UM St. Joseph Medical Center,35-2445106,351,RC,HC CT MAXILLOFACIAL AREA WO CONTRAST,both,,,,min,109.28,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,351,RC,HC CT MAXILLOFACIAL AREA WO CONTRAST,both,,,,max,111.51,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,70486,CPT,HC CT MAXILLOFACIAL AREA WO CONTRAST,both,,,,gross,111.51,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,70486,CPT,HC CT MAXILLOFACIAL AREA WO CONTRAST,both,,,,discounted_cash,109.28,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,70486,CPT,HC CT MAXILLOFACIAL AREA WO CONTRAST,both,,,,min,109.28,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,70486,CPT,HC CT MAXILLOFACIAL AREA WO CONTRAST,both,,,,max,111.51,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,351,RC,HC CT MAXILLOFACIAL AREA WO&W CONTRAST,both,,,,gross,165.2,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,351,RC,HC CT MAXILLOFACIAL AREA WO&W CONTRAST,both,,,,discounted_cash,161.9,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,351,RC,HC CT MAXILLOFACIAL AREA WO&W CONTRAST,both,,,,min,161.9,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,351,RC,HC CT MAXILLOFACIAL AREA WO&W CONTRAST,both,,,,max,165.2,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,70488,CPT,HC CT MAXILLOFACIAL AREA WO&W CONTRAST,both,,,,gross,165.2,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,70488,CPT,HC CT MAXILLOFACIAL AREA WO&W CONTRAST,both,,,,discounted_cash,161.9,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,70488,CPT,HC CT MAXILLOFACIAL AREA WO&W CONTRAST,both,,,,min,161.9,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,70488,CPT,HC CT MAXILLOFACIAL AREA WO&W CONTRAST,both,,,,max,165.2,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,351,RC,HC CT ORBIT SELLA MID/INNER EAR W CONTRAST,both,,,,gross,239.54,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,351,RC,HC CT ORBIT SELLA MID/INNER EAR W CONTRAST,both,,,,discounted_cash,234.75,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,351,RC,HC CT ORBIT SELLA MID/INNER EAR W CONTRAST,both,,,,min,234.75,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,351,RC,HC CT ORBIT SELLA MID/INNER EAR W CONTRAST,both,,,,max,239.54,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,70481,CPT,HC CT ORBIT SELLA MID/INNER EAR W CONTRAST,both,,,,gross,239.54,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,70481,CPT,HC CT ORBIT SELLA MID/INNER EAR W CONTRAST,both,,,,discounted_cash,234.75,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,70481,CPT,HC CT ORBIT SELLA MID/INNER EAR W CONTRAST,both,,,,min,234.75,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,70481,CPT,HC CT ORBIT SELLA MID/INNER EAR W CONTRAST,both,,,,max,239.54,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,351,RC,HC CT ORBIT SELLA MID/INNER EAR WO CONTRAST,both,,,,gross,194.11,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,351,RC,HC CT ORBIT SELLA MID/INNER EAR WO CONTRAST,both,,,,discounted_cash,190.23,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,351,RC,HC CT ORBIT SELLA MID/INNER EAR WO CONTRAST,both,,,,min,190.23,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,351,RC,HC CT ORBIT SELLA MID/INNER EAR WO CONTRAST,both,,,,max,194.11,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,70480,CPT,HC CT ORBIT SELLA MID/INNER EAR WO CONTRAST,both,,,,gross,194.11,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,70480,CPT,HC CT ORBIT SELLA MID/INNER EAR WO CONTRAST,both,,,,discounted_cash,190.23,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,70480,CPT,HC CT ORBIT SELLA MID/INNER EAR WO CONTRAST,both,,,,min,190.23,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,70480,CPT,HC CT ORBIT SELLA MID/INNER EAR WO CONTRAST,both,,,,max,194.11,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,351,RC,HC CT ORBIT SELLA MID/INNER EAR WO&W CONTRAST,both,,,,gross,264.32,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,351,RC,HC CT ORBIT SELLA MID/INNER EAR WO&W CONTRAST,both,,,,discounted_cash,259.03,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,351,RC,HC CT ORBIT SELLA MID/INNER EAR WO&W CONTRAST,both,,,,min,259.03,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,351,RC,HC CT ORBIT SELLA MID/INNER EAR WO&W CONTRAST,both,,,,max,264.32,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,70482,CPT,HC CT ORBIT SELLA MID/INNER EAR WO&W CONTRAST,both,,,,gross,264.32,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,70482,CPT,HC CT ORBIT SELLA MID/INNER EAR WO&W CONTRAST,both,,,,discounted_cash,259.03,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,70482,CPT,HC CT ORBIT SELLA MID/INNER EAR WO&W CONTRAST,both,,,,min,259.03,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,70482,CPT,HC CT ORBIT SELLA MID/INNER EAR WO&W CONTRAST,both,,,,max,264.32,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,352,RC,HC CT PELVIS W CONTRAST,both,,,,gross,194.11,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,352,RC,HC CT PELVIS W CONTRAST,both,,,,discounted_cash,190.23,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,352,RC,HC CT PELVIS W CONTRAST,both,,,,min,190.23,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,352,RC,HC CT PELVIS W CONTRAST,both,,,,max,194.11,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,72193,CPT,HC CT PELVIS W CONTRAST,both,,,,gross,194.11,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,72193,CPT,HC CT PELVIS W CONTRAST,both,,,,discounted_cash,190.23,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,72193,CPT,HC CT PELVIS W CONTRAST,both,,,,min,190.23,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,72193,CPT,HC CT PELVIS W CONTRAST,both,,,,max,194.11,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,352,RC,HC CT PELVIS WO CONTRAST,both,,,,gross,107.38,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,352,RC,HC CT PELVIS WO CONTRAST,both,,,,discounted_cash,105.23,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,352,RC,HC CT PELVIS WO CONTRAST,both,,,,min,105.23,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,352,RC,HC CT PELVIS WO CONTRAST,both,,,,max,107.38,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,72192,CPT,HC CT PELVIS WO CONTRAST,both,,,,gross,107.38,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,72192,CPT,HC CT PELVIS WO CONTRAST,both,,,,discounted_cash,105.23,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,72192,CPT,HC CT PELVIS WO CONTRAST,both,,,,min,105.23,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,72192,CPT,HC CT PELVIS WO CONTRAST,both,,,,max,107.38,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,352,RC,HC CT PELVIS WO&W CONTRAST,both,,,,gross,231.28,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,352,RC,HC CT PELVIS WO&W CONTRAST,both,,,,discounted_cash,226.65,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,352,RC,HC CT PELVIS WO&W CONTRAST,both,,,,min,226.65,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,352,RC,HC CT PELVIS WO&W CONTRAST,both,,,,max,231.28,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,72194,CPT,HC CT PELVIS WO&W CONTRAST,both,,,,gross,231.28,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,72194,CPT,HC CT PELVIS WO&W CONTRAST,both,,,,discounted_cash,226.65,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,72194,CPT,HC CT PELVIS WO&W CONTRAST,both,,,,min,226.65,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,72194,CPT,HC CT PELVIS WO&W CONTRAST,both,,,,max,231.28,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,350,RC,HC CT PERFUSION ANALYSIS W CONTRAST W CT OR CTA IMG POSTPROCESSING,both,,,,gross,148.68,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,350,RC,HC CT PERFUSION ANALYSIS W CONTRAST W CT OR CTA IMG POSTPROCESSING,both,,,,discounted_cash,145.71,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,350,RC,HC CT PERFUSION ANALYSIS W CONTRAST W CT OR CTA IMG POSTPROCESSING,both,,,,min,145.71,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,350,RC,HC CT PERFUSION ANALYSIS W CONTRAST W CT OR CTA IMG POSTPROCESSING,both,,,,max,148.68,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,70472,CPT,HC CT PERFUSION ANALYSIS W CONTRAST W CT OR CTA IMG POSTPROCESSING,both,,,,gross,148.68,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,70472,CPT,HC CT PERFUSION ANALYSIS W CONTRAST W CT OR CTA IMG POSTPROCESSING,both,,,,discounted_cash,145.71,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,70472,CPT,HC CT PERFUSION ANALYSIS W CONTRAST W CT OR CTA IMG POSTPROCESSING,both,,,,min,145.71,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,70472,CPT,HC CT PERFUSION ANALYSIS W CONTRAST W CT OR CTA IMG POSTPROCESSING,both,,,,max,148.68,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,350,RC,HC CT PERFUSION ANALYSIS W CONTRAST WO CT OR CTA IMG POSTPROCESSING,both,,,,gross,239.54,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,350,RC,HC CT PERFUSION ANALYSIS W CONTRAST WO CT OR CTA IMG POSTPROCESSING,both,,,,discounted_cash,234.75,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,350,RC,HC CT PERFUSION ANALYSIS W CONTRAST WO CT OR CTA IMG POSTPROCESSING,both,,,,min,234.75,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,350,RC,HC CT PERFUSION ANALYSIS W CONTRAST WO CT OR CTA IMG POSTPROCESSING,both,,,,max,239.54,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,70473,CPT,HC CT PERFUSION ANALYSIS W CONTRAST WO CT OR CTA IMG POSTPROCESSING,both,,,,gross,239.54,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,70473,CPT,HC CT PERFUSION ANALYSIS W CONTRAST WO CT OR CTA IMG POSTPROCESSING,both,,,,discounted_cash,234.75,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,70473,CPT,HC CT PERFUSION ANALYSIS W CONTRAST WO CT OR CTA IMG POSTPROCESSING,both,,,,min,234.75,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,70473,CPT,HC CT PERFUSION ANALYSIS W CONTRAST WO CT OR CTA IMG POSTPROCESSING,both,,,,max,239.54,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,351,RC,HC CT SOFT TISSUE NECK W CONTRAST,both,,,,gross,194.11,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,351,RC,HC CT SOFT TISSUE NECK W CONTRAST,both,,,,discounted_cash,190.23,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,351,RC,HC CT SOFT TISSUE NECK W CONTRAST,both,,,,min,190.23,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,351,RC,HC CT SOFT TISSUE NECK W CONTRAST,both,,,,max,194.11,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,70491,CPT,HC CT SOFT TISSUE NECK W CONTRAST,both,,,,gross,194.11,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,70491,CPT,HC CT SOFT TISSUE NECK W CONTRAST,both,,,,discounted_cash,190.23,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,70491,CPT,HC CT SOFT TISSUE NECK W CONTRAST,both,,,,min,190.23,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,70491,CPT,HC CT SOFT TISSUE NECK W CONTRAST,both,,,,max,194.11,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,351,RC,HC CT SOFT TISSUE NECK W&WO CONTRAST,both,,,,gross,239.54,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,351,RC,HC CT SOFT TISSUE NECK W&WO CONTRAST,both,,,,discounted_cash,234.75,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,351,RC,HC CT SOFT TISSUE NECK W&WO CONTRAST,both,,,,min,234.75,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,351,RC,HC CT SOFT TISSUE NECK W&WO CONTRAST,both,,,,max,239.54,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,70492,CPT,HC CT SOFT TISSUE NECK W&WO CONTRAST,both,,,,gross,239.54,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,70492,CPT,HC CT SOFT TISSUE NECK W&WO CONTRAST,both,,,,discounted_cash,234.75,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,70492,CPT,HC CT SOFT TISSUE NECK W&WO CONTRAST,both,,,,min,234.75,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,70492,CPT,HC CT SOFT TISSUE NECK W&WO CONTRAST,both,,,,max,239.54,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,351,RC,HC CT SOFT TISSUE NECK WO CONTRAST,both,,,,gross,148.68,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,351,RC,HC CT SOFT TISSUE NECK WO CONTRAST,both,,,,discounted_cash,145.71,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,351,RC,HC CT SOFT TISSUE NECK WO CONTRAST,both,,,,min,145.71,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,351,RC,HC CT SOFT TISSUE NECK WO CONTRAST,both,,,,max,148.68,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,70490,CPT,HC CT SOFT TISSUE NECK WO CONTRAST,both,,,,gross,148.68,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,70490,CPT,HC CT SOFT TISSUE NECK WO CONTRAST,both,,,,discounted_cash,145.71,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,70490,CPT,HC CT SOFT TISSUE NECK WO CONTRAST,both,,,,min,145.71,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,70490,CPT,HC CT SOFT TISSUE NECK WO CONTRAST,both,,,,max,148.68,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,352,RC,HC CT THORACIC SPINE W CONTRAST,both,,,,gross,194.11,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,352,RC,HC CT THORACIC SPINE W CONTRAST,both,,,,discounted_cash,190.23,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,352,RC,HC CT THORACIC SPINE W CONTRAST,both,,,,min,190.23,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,352,RC,HC CT THORACIC SPINE W CONTRAST,both,,,,max,194.11,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,72129,CPT,HC CT THORACIC SPINE W CONTRAST,both,,,,gross,194.11,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,72129,CPT,HC CT THORACIC SPINE W CONTRAST,both,,,,discounted_cash,190.23,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,72129,CPT,HC CT THORACIC SPINE W CONTRAST,both,,,,min,190.23,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,72129,CPT,HC CT THORACIC SPINE W CONTRAST,both,,,,max,194.11,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,352,RC,HC CT THORACIC SPINE WO CONTRAST,both,,,,gross,148.68,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,352,RC,HC CT THORACIC SPINE WO CONTRAST,both,,,,discounted_cash,145.71,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,352,RC,HC CT THORACIC SPINE WO CONTRAST,both,,,,min,145.71,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,352,RC,HC CT THORACIC SPINE WO CONTRAST,both,,,,max,148.68,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,72128,CPT,HC CT THORACIC SPINE WO CONTRAST,both,,,,gross,148.68,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,72128,CPT,HC CT THORACIC SPINE WO CONTRAST,both,,,,discounted_cash,145.71,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,72128,CPT,HC CT THORACIC SPINE WO CONTRAST,both,,,,min,145.71,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,72128,CPT,HC CT THORACIC SPINE WO CONTRAST,both,,,,max,148.68,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
